,location,timestamp,title,username,cantons,starttime,endtime,duplicate,place,category,severity
8576,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Mülchi,HAGEL,4
8577,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Fraubrunnen,HAGEL,2
8578,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Zauggenried,HAGEL,2
8579,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Jegenstorf,HAGEL,2
8580,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Stettlen,HAGEL,2
8581,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Jegenstorf,HAGEL,2
8582,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Wynau,HAGEL,2
8583,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Wynau,HAGEL,3
8584,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Moosseedorf,HAGEL,2
8585,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Aarwangen,HAGEL,3
8586,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,2
8587,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Kirchberg BE,HAGEL,1
8588,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Zuzwil BE,HAGEL,2
8589,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Eggiwil,HAGEL,2
8590,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Zollikofen,HAGEL,2
8591,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Kirchberg BE,HAGEL,1
8592,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Erlenbach im Simmental,HAGEL,3
8593,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bätterkinden,HAGEL,2
8594,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Büren zum Hof,HAGEL,3
8595,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Büren zum Hof,HAGEL,2
8596,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,BLITZE,3
8597,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Lyssach,HAGEL,2
8598,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,2
8599,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Schalunen,HAGEL,2
8600,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,1
8601,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Limpach,HAGEL,3
8602,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,2
8603,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Uetendorf,HAGEL,2
8604,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,2
8605,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,2
8606,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Aefligen,HAGEL,2
8607,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,2
8608,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Eggiwil,HAGEL,1
8609,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Kirchberg BE,HAGEL,1
8610,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Aefligen,HAGEL,2
8611,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Eggiwil,HAGEL,2
8612,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Eggiwil,HAGEL,1
8613,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,1
8614,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,1
8615,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,2
8616,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bätterkinden,HAGEL,2
8617,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,1
8618,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bätterkinden,HAGEL,2
8619,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,2
8620,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bätterkinden,HAGEL,3
8621,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Münchenbuchsee,HAGEL,3
8622,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Schalunen,HAGEL,4
8623,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bätterkinden,HAGEL,2
8624,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Frutigen,HAGEL,1
8625,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,1
8626,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,1
8627,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,BLITZE,5
8628,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bätterkinden,HAGEL,2
8629,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,1
8630,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,2
8631,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bätterkinden,HAGEL,2
8632,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Schalunen,HAGEL,2
8633,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,REGEN,4
8634,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,2
8635,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,1
8636,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Frutigen,HAGEL,2
8637,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Frutigen,HAGEL,2
8638,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Frutigen,HAGEL,2
8639,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Frutigen,HAGEL,2
8640,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,1
8641,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Utzenstorf,HAGEL,2
8642,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Frutigen,HAGEL,2
8643,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Jegenstorf,HAGEL,3
8644,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Utzenstorf,HAGEL,2
8645,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Eggiwil,HAGEL,2
8646,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Langenthal,HAGEL,4
8647,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Eggiwil,HAGEL,2
8648,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Frutigen,HAGEL,2
8649,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Utzenstorf,HAGEL,2
8650,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Eggiwil,HAGEL,2
8651,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Frutigen,HAGEL,3
8652,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bätterkinden,HAGEL,3
8653,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bätterkinden,HAGEL,2
8654,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Wiggiswil,HAGEL,2
8655,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Langnau im Emmental,HAGEL,2
8656,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Trubschachen,HAGEL,2
8657,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Utzenstorf,HAGEL,2
8658,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Eggiwil,HAGEL,7
8659,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Langenthal,HAGEL,2
8660,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,HAGEL,2
8661,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Fraubrunnen,HAGEL,3
8662,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Höchstetten,REGEN,4
8663,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Rapperswil BE,HAGEL,3
8664,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Reichenbach im Kandertal,HAGEL,2
8665,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Reutigen,HAGEL,2
8666,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Linden,REGEN,4
8667,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Heimberg,HAGEL,2
8668,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Lenk im Simmental,WIND,6
8669,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Frutigen,HAGEL,1
8670,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Arni BE,HAGEL,1
8671,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Koppigen,HAGEL,1
8672,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Lenk im Simmental,BLITZE,1
8673,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Uetendorf,HAGEL,2
8674,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Büren zum Hof,HAGEL,2
8675,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Wimmis,HAGEL,2
8676,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Heiligenschwendi,BLITZE,3
8677,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Reichenbach im Kandertal,HAGEL,2
8678,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Frutigen,HAGEL,2
8679,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Heiligenschwendi,REGEN,4
8680,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Uetendorf,HAGEL,3
8681,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Thunstetten,HAGEL,4
8682,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Spiez,HAGEL,1
8683,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Wiedlisbach,REGEN,4
8684,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Spiez,HAGEL,2
8685,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Zweisimmen,BLITZE,3
8686,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bätterkinden,HAGEL,2
8687,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Rapperswil BE,HAGEL,2
8688,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Burgdorf,REGEN,4
8689,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Spiez,REGEN,6
8690,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Wimmis,HAGEL,1
8691,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Heimiswil,HAGEL,1
8692,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Spiez,HAGEL,2
8693,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Rüegsau,BLITZE,5
8694,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Bangerten,HAGEL,2
8695,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Spiez,REGEN,4
8696,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Oberdiessbach,HAGEL,3
8697,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Spiez,HAGEL,1
8698,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Linden,HAGEL,2
8699,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Moosseedorf,HAGEL,3
8700,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Wynau,HAGEL,2
8701,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Schwarzenburg,HAGEL,2
8702,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Sumiswald,BLITZE,3
8703,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Uttigen,HAGEL,2
8704,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Attiswil,HAGEL,2
8705,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Sumiswald,REGEN,4
8706,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Aarwangen,HAGEL,3
8707,3054 Schüpfen,2022-05-23,Gewitter 22.05.2022 - 23.05.2022,Heiziger,Bern,2022-05-23 06:38:44.220723736,2022-05-23 18:10:15.779276264,0.0,Leissigen,HAGEL,1
